Region ID,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Shipment Allowed,Remarks
E124,Europe,Vatican City,Household,Online,C,6/27/2014,29-11-2010,672856652,08-03-2014,2091,668.27,502.54,1397352.57,1050811.14,346541.43,Yes,ok
E124,Europe,Kosovo,Office Supplies,Online,L,5/15/2014,30-11-2010,353383243,06-09-2014,2809,651.21,524.96,1829248.89,1474612.64,354636.25,Yes,ok
E124,Europe,Croatia,Office Supplies,Offline,L,11/21/2012,01-12-2010,354667699,12/29/2012,2908,651.21,524.96,1893718.68,1526583.68,367135,Yes,ok
E124,Europe,Switzerland,Snacks,Online,L,3/20/2012,02-12-2010,214292466,4/13/2012,2758,152.58,97.44,420815.64,268739.52,152076.12,Yes,ok
E124,Europe,Portugal,Household,Offline,H,2/18/2015,03-12-2010,655287110,2/22/2015,2873,668.27,502.54,1919939.71,1443797.42,476142.29,Yes,ok
E124,Europe,Liechtenstein,Baby Food,Online,H,1/18/2015,04-12-2010,295787847,2/16/2015,9052,255.28,159.42,2310794.56,1443069.84,867724.72,Yes,ok
E124,Europe,Kosovo,Baby Food,Offline,L,06-10-2012,05-12-2010,263852393,6/29/2012,8641,255.28,159.42,2205874.48,1377548.22,828326.26,Yes,ok
E124,Europe,Russia,Fruits,Offline,H,3/24/2013,06-12-2010,578666484,04-11-2013,9127,9.33,6.92,85154.91,63158.84,21996.07,Yes,ok
E124,Europe,Denmark,Personal Care,Offline,C,6/18/2014,07-12-2010,597839343,7/26/2014,2802,81.73,56.67,229007.46,158789.34,70218.12,Yes,ok
E124,Europe,Romania,Cosmetics,Offline,M,12-12-2011,08-12-2010,299335229,12/24/2011,8801,437.2,263.33,3847797.2,2317567.33,1530229.87,Yes,ok
E124,Europe,Vatican City,Vegetables,Offline,L,01-10-2016,09-12-2010,700069701,1/21/2016,5037,154.06,90.93,776000.22,458014.41,317985.81,Yes,ok
E124,Europe,Ukraine,Household,Online,H,7/28/2010,10-12-2010,741866242,9/13/2010,3562,668.27,502.54,2380377.74,1790047.48,590330.26,Yes,ok
E124,Europe,Bulgaria,Snacks,Offline,L,03-01-2010,11-12-2010,211344611,3/23/2010,422,152.58,97.44,64388.76,41119.68,23269.08,Yes,ok
E124,Europe,San Marino,Personal Care,Offline,H,9/29/2015,12-12-2010,625751483,10-01-2015,2624,81.73,56.67,214459.52,148702.08,65757.44,Yes,ok
E124,Europe,Serbia,Fruits,Online,C,9/26/2015,13-12-2010,665817677,10-10-2015,9102,9.33,6.92,84921.66,62985.84,21935.82,Yes,ok
E124,Europe,Russia,Baby Food,Offline,L,9/20/2010,14-12-2010,996754205,9/22/2010,574,255.28,159.42,146530.72,91507.08,55023.64,Yes,ok
E124,Europe,Germany,Cereal,Online,H,11-10-2014,15-12-2010,734189975,11/29/2014,1984,205.7,117.11,408108.8,232346.24,175762.56,Yes,ok
E124,Europe,Belarus,Beverages,Online,L,10-03-2010,16-12-2010,935789954,11/18/2010,9898,47.45,31.79,469660.1,314657.42,155002.68,Yes,ok
E124,Europe,Germany,Cereal,Online,M,1/23/2011,17-12-2010,104008615,2/22/2011,7315,205.7,117.11,1504695.5,856659.65,648035.85,Yes,ok
E124,Europe,Belarus,Beverages,Online,H,3/24/2017,18-12-2010,122967326,4/25/2017,7619,47.45,31.79,361521.55,242208.01,119313.54,Yes,ok
E124,Europe,Montenegro,Cereal,Offline,M,06-06-2010,19-12-2010,305616748,07-01-2010,7642,205.7,117.11,1571959.4,894954.62,677004.78,Yes,ok
E124,Europe,Malta,Office Supplies,Offline,M,05-05-2011,20-12-2010,243070638,5/22/2011,8858,651.21,524.96,5768418.18,4650095.68,1118322.5,Yes,ok
E124,Europe,Bulgaria,Clothes,Offline,L,05-04-2010,21-12-2010,505867040,06-12-2010,6153,109.28,35.84,672399.84,220523.52,451876.32,Yes,ok
E124,Europe,France,Cosmetics,Online,C,3/20/2014,22-12-2010,637188422,4/29/2014,7069,437.2,263.33,3090566.8,1861479.77,1229087.03,Yes,ok
E124,Europe,San Marino,Cereal,Online,H,10/22/2016,23-12-2010,518421494,10/22/2016,1296,205.7,117.11,266587.2,151774.56,114812.64,Yes,ok
E124,Europe,United Kingdom,Fruits,Offline,M,3/27/2013,24-12-2010,104245078,4/21/2013,7290,9.33,6.92,68015.7,50446.8,17568.9,Yes,ok
E124,Europe,Spain,Vegetables,Online,C,12/16/2010,25-12-2010,386319911,01-02-2011,9501,154.06,90.93,1463724.06,863925.93,599798.13,Yes,ok
E124,Europe,Cyprus,Baby Food,Online,M,3/17/2016,26-12-2010,740300261,4/23/2016,153,255.28,159.42,39057.84,24391.26,14666.58,Yes,ok
E124,Europe,Macedonia,Office Supplies,Offline,C,7/17/2017,27-12-2010,747826755,7/22/2017,7410,651.21,524.96,4825466.1,3889953.6,935512.5,Yes,ok
E124,Europe,Romania,Personal Care,Offline,M,12/21/2012,28-12-2010,215540015,12/24/2012,1935,81.73,56.67,158147.55,109656.45,48491.1,Yes,ok
E124,Europe,Kosovo,Vegetables,Offline,C,7/23/2017,29-12-2010,975080668,8/20/2017,6893,154.06,90.93,1061935.58,626780.49,435155.09,Yes,ok
E124,Europe,Bosnia and Herzegovina,Baby Food,Online,L,10-09-2012,30-12-2010,638041150,11/28/2012,9410,255.28,159.42,2402184.8,1500142.2,902042.6,Yes,ok
E124,Europe,Greece,Cosmetics,Online,C,5/22/2010,31-12-2010,583089339,6/26/2010,7948,437.2,263.33,3474865.6,2092946.84,1381918.76,Yes,ok
E124,Europe,Norway,Snacks,Online,M,2/19/2016,01-01-2011,118086564,3/13/2016,3293,152.58,97.44,502445.94,320869.92,181576.02,Yes,ok
E124,Europe,Malta,Baby Food,Offline,C,4/27/2015,02-01-2011,296073234,06-04-2015,3504,255.28,159.42,894501.12,558607.68,335893.44,Yes,ok
E124,Europe,Poland,Snacks,Online,M,01-09-2013,03-01-2011,968185460,02-03-2013,6448,152.58,97.44,983835.84,628293.12,355542.72,Yes,ok
E124,Europe,Kosovo,Baby Food,Offline,M,9/13/2012,04-01-2011,364854514,10-03-2012,7413,255.28,159.42,1892390.64,1181780.46,710610.18,Yes,ok
E124,Europe,Luxembourg,Cosmetics,Online,C,09-06-2013,05-01-2011,980961358,10-08-2013,7120,437.2,263.33,3112864,1874909.6,1237954.4,Yes,ok
E124,Europe,France,Fruits,Offline,C,04-09-2014,06-01-2011,601886260,5/27/2014,374,9.33,6.92,3489.42,2588.08,901.34,Yes,ok
E124,Europe,Poland,Household,Online,L,4/27/2011,07-01-2011,321628463,5/14/2011,5864,668.27,502.54,3918735.28,2946894.56,971840.72,Yes,ok
E124,Europe,Portugal,Meat,Online,L,1/30/2014,08-01-2011,944609057,3/16/2014,9666,421.89,364.69,4077988.74,3525093.54,552895.2,Yes,ok
E124,Europe,Malta,Cosmetics,Offline,H,12/14/2012,09-01-2011,310588920,01-06-2013,9018,437.2,263.33,3942669.6,2374709.94,1567959.66,Yes,ok
E124,Europe,Armenia,Meat,Offline,M,06-02-2015,10-01-2011,251208674,7/19/2015,7084,421.89,364.69,2988668.76,2583463.96,405204.8,Yes,ok
E124,Europe,Greece,Fruits,Online,L,10/31/2015,11-01-2011,488316380,11/18/2015,2523,9.33,6.92,23539.59,17459.16,6080.43,Yes,ok
E124,Europe,Vatican City,Clothes,Online,M,3/23/2012,12-01-2011,263647687,3/30/2012,8064,109.28,35.84,881233.92,289013.76,592220.16,Yes,ok
E124,Europe,Switzerland,Personal Care,Offline,H,4/19/2014,13-01-2011,653800523,4/23/2014,2958,81.73,56.67,241757.34,167629.86,74127.48,Yes,ok
E124,Europe,Sweden,Cosmetics,Online,L,8/24/2013,14-01-2011,684239947,8/31/2013,661,437.2,263.33,288989.2,174061.13,114928.07,Yes,ok
E124,Europe,Vatican City,Personal Care,Online,H,1/27/2016,15-01-2011,133276450,3/15/2016,8318,81.73,56.67,679830.14,471381.06,208449.08,Yes,ok
E124,Europe,Moldova ,Personal Care,Offline,L,2/17/2014,16-01-2011,838895261,2/19/2014,6605,81.73,56.67,539826.65,374305.35,165521.3,Yes,ok
E124,Europe,Denmark,Meat,Online,C,11/26/2011,17-01-2011,198537814,12/19/2011,606,421.89,364.69,255665.34,221002.14,34663.2,Yes,ok
E124,Europe,Slovenia,Meat,Online,M,10-10-2015,18-01-2011,885397469,11/18/2015,7642,421.89,364.69,3224083.38,2786960.98,437122.4,Yes,ok
E124,Europe,Hungary,Personal Care,Offline,H,10/16/2014,19-01-2011,302744853,11-02-2014,7785,81.73,56.67,636268.05,441175.95,195092.1,Yes,ok
E124,Europe,Greece,Office Supplies,Online,L,03-11-2014,20-01-2011,975823962,04-08-2014,6850,651.21,524.96,4460788.5,3595976,864812.5,Yes,ok
E124,Europe,Denmark,Cosmetics,Offline,M,12/27/2013,21-01-2011,860104024,12/30/2013,2749,437.2,263.33,1201862.8,723894.17,477968.63,Yes,ok
E124,Europe,Montenegro,Cosmetics,Offline,M,11/16/2012,22-01-2011,378714883,12/16/2012,9005,437.2,263.33,3936986,2371286.65,1565699.35,Yes,ok
E124,Europe,France,Personal Care,Offline,C,3/13/2017,23-01-2011,131585586,4/13/2017,7954,81.73,56.67,650080.42,450753.18,199327.24,Yes,ok
E124,Europe,Greece,Personal Care,Online,L,09-11-2011,24-01-2011,588528859,10-12-2011,7623,81.73,56.67,623027.79,431995.41,191032.38,Yes,ok
E124,Europe,Macedonia,Meat,Online,L,02-12-2017,25-01-2011,796418511,3/23/2017,6791,421.89,364.69,2865054.99,2476609.79,388445.2,Yes,ok
E124,Europe,Kosovo,Cosmetics,Online,M,06-03-2011,26-01-2011,526018369,6/21/2011,9379,437.2,263.33,4100498.8,2469772.07,1630726.73,Yes,ok
E124,Europe,Montenegro,Beverages,Offline,C,4/27/2017,27-01-2011,122144210,5/24/2017,4041,47.45,31.79,191745.45,128463.39,63282.06,Yes,ok
E124,Europe,Belarus,Office Supplies,Offline,H,07-06-2016,28-01-2011,644592607,7/31/2016,8131,651.21,524.96,5294988.51,4268449.76,1026538.75,Yes,ok
E124,Europe,Moldova ,Fruits,Online,H,11-03-2014,29-01-2011,598404109,11/18/2014,9929,9.33,6.92,92637.57,68708.68,23928.89,Yes,ok
E124,Europe,Czech Republic,Personal Care,Online,C,4/22/2012,30-01-2011,577530944,5/15/2012,3095,81.73,56.67,252954.35,175393.65,77560.7,Yes,ok
E124,Europe,Finland,Fruits,Offline,H,01-12-2016,31-01-2011,182078921,2/14/2016,54,9.33,6.92,503.82,373.68,130.14,Yes,ok
E124,Europe,Serbia,Baby Food,Online,H,3/22/2014,01-02-2011,302015721,4/17/2014,2018,255.28,159.42,515155.04,321709.56,193445.48,Yes,ok
E124,Europe,Latvia,Clothes,Offline,M,9/28/2014,02-02-2011,233709084,10/16/2014,8566,109.28,35.84,936092.48,307005.44,629087.04,Yes,ok
E124,Europe,Estonia,Meat,Offline,M,8/25/2010,03-02-2011,966800153,09-10-2010,6505,421.89,364.69,2744394.45,2372308.45,372086,Yes,ok
E124,Europe,Bulgaria,Clothes,Online,H,4/24/2014,04-02-2011,380498874,5/13/2014,6927,109.28,35.84,756982.56,248263.68,508718.88,Yes,ok
E124,Europe,Luxembourg,Personal Care,Offline,M,12-07-2011,05-02-2011,595385873,12/21/2011,6765,81.73,56.67,552903.45,383372.55,169530.9,Yes,ok
E124,Europe,Luxembourg,Cereal,Online,L,6/30/2012,06-02-2011,361659038,08-03-2012,1801,205.7,117.11,370465.7,210915.11,159550.59,Yes,ok
E124,Europe,Kosovo,Baby Food,Online,L,12/14/2016,07-02-2011,328721082,12/18/2016,4728,255.28,159.42,1206963.84,753737.76,453226.08,Yes,ok
E124,Europe,Denmark,Clothes,Offline,H,10/27/2014,08-02-2011,184120833,10/31/2014,4301,109.28,35.84,470013.28,154147.84,315865.44,Yes,ok
E124,Europe,Liechtenstein,Vegetables,Offline,H,8/14/2016,09-02-2011,933720576,10-01-2016,7523,154.06,90.93,1158993.38,684066.39,474926.99,Yes,ok
E124,Europe,Latvia,Cosmetics,Online,H,3/14/2014,10-02-2011,765101468,04-06-2014,9382,437.2,263.33,4101810.4,2470562.06,1631248.34,Yes,ok
E124,Europe,Armenia,Household,Offline,M,09-03-2012,11-02-2011,516460692,9/24/2012,1051,668.27,502.54,702351.77,528169.54,174182.23,Yes,ok
E124,Europe,Ukraine,Meat,Offline,H,4/25/2017,12-02-2011,783594977,05-01-2017,2022,421.89,364.69,853061.58,737403.18,115658.4,Yes,ok
E124,Europe,Romania,Snacks,Online,L,04-03-2016,13-02-2011,406270396,5/19/2016,3293,152.58,97.44,502445.94,320869.92,181576.02,Yes,ok
E124,Europe,Kosovo,Vegetables,Online,L,1/13/2010,14-02-2011,805095136,1/20/2010,4396,154.06,90.93,677247.76,399728.28,277519.48,Yes,ok
E124,Europe,United Kingdom,Cereal,Online,M,10-01-2011,15-02-2011,985417258,10/21/2011,5720,205.7,117.11,1176604,669869.2,506734.8,Yes,ok
E124,Europe,Serbia,Cereal,Offline,M,6/15/2013,16-02-2011,443125665,07-09-2013,9586,205.7,117.11,1971840.2,1122616.46,849223.74,Yes,ok
E124,Europe,Belgium,Beverages,Online,L,6/23/2014,17-02-2011,931477820,7/19/2014,3841,47.45,31.79,182255.45,122105.39,60150.06,Yes,ok
E124,Europe,United Kingdom,Personal Care,Offline,H,12/23/2013,18-02-2011,387098824,01-04-2014,9999,81.73,56.67,817218.27,566643.33,250574.94,Yes,ok
E124,Europe,Denmark,Meat,Offline,M,08-12-2012,19-02-2011,595922315,09-04-2012,5510,421.89,364.69,2324613.9,2009441.9,315172,Yes,ok
E124,Europe,Slovakia,Office Supplies,Online,M,3/23/2016,20-02-2011,653909957,04-06-2016,5342,651.21,524.96,3478763.82,2804336.32,674427.5,Yes,ok
E124,Europe,Serbia,Beverages,Offline,H,08-11-2012,21-02-2011,103435266,9/18/2012,7648,47.45,31.79,362897.6,243129.92,119767.68,Yes,ok
E124,Europe,Sweden,Meat,Offline,L,12-12-2016,22-02-2011,863202941,12/13/2016,9787,421.89,364.69,4129037.43,3569221.03,559816.4,Yes,ok
E124,Europe,Cyprus,Clothes,Offline,M,03-08-2014,23-02-2011,396552217,4/24/2014,7468,109.28,35.84,816103.04,267653.12,548449.92,Yes,ok
E124,Europe,United Kingdom,Cosmetics,Offline,M,05-06-2015,24-02-2011,801352488,5/23/2015,6864,437.2,263.33,3000940.8,1807497.12,1193443.68,Yes,ok
E124,Europe,Luxembourg,Fruits,Online,H,10-07-2011,25-02-2011,479234206,11/14/2011,4906,9.33,6.92,45772.98,33949.52,11823.46,Yes,ok
E124,Europe,Romania,Meat,Offline,M,2/19/2010,26-02-2011,627003753,3/26/2010,3199,421.89,364.69,1349626.11,1166643.31,182982.8,Yes,ok
E124,Europe,France,Fruits,Offline,C,03-12-2017,27-02-2011,393709933,4/25/2017,6373,9.33,6.92,59460.09,44101.16,15358.93,Yes,ok
E124,Europe,Latvia,Beverages,Offline,L,2/20/2016,28-02-2011,136624276,03-08-2016,9014,47.45,31.79,427714.3,286555.06,141159.24,Yes,ok
E124,Europe,United Kingdom,Clothes,Online,L,09-03-2010,01-03-2011,251823222,10-01-2010,8942,109.28,35.84,977181.76,320481.28,656700.48,Yes,ok
E124,Europe,Macedonia,Baby Food,Offline,H,04-01-2014,02-03-2011,200354850,05-04-2014,8307,255.28,159.42,2120610.96,1324301.94,796309.02,Yes,ok
E124,Europe,Germany,Meat,Offline,H,05-02-2017,03-03-2011,692757356,05-12-2017,1151,421.89,364.69,485595.39,419758.19,65837.2,Yes,ok
E124,Europe,Liechtenstein,Baby Food,Offline,L,10-12-2012,04-03-2011,651895511,11-01-2012,9223,255.28,159.42,2354447.44,1470330.66,884116.78,Yes,ok
E124,Europe,Lithuania,Clothes,Offline,C,6/26/2016,05-03-2011,156158483,08-05-2016,9620,109.28,35.84,1051273.6,344780.8,706492.8,Yes,ok
E124,Europe,Serbia,Snacks,Offline,C,11/18/2013,06-03-2011,703966844,11/30/2013,8288,152.58,97.44,1264583.04,807582.72,457000.32,Yes,ok
E124,Europe,Slovenia,Household,Offline,L,02-11-2017,07-03-2011,736240041,2/20/2017,8644,668.27,502.54,5776525.88,4343955.76,1432570.12,Yes,ok
E124,Europe,Montenegro,Cosmetics,Online,C,5/22/2015,08-03-2011,357434880,6/29/2015,1779,437.2,263.33,777778.8,468464.07,309314.73,Yes,ok
E124,Europe,Russia,Clothes,Offline,H,8/15/2015,09-03-2011,358624064,10-03-2015,3685,109.28,35.84,402696.8,132070.4,270626.4,Yes,ok
E124,Europe,Spain,Vegetables,Online,M,11-12-2011,10-03-2011,103762280,12/14/2011,4419,154.06,90.93,680791.14,401819.67,278971.47,Yes,ok
E124,Europe,Slovenia,Baby Food,Offline,M,03-12-2013,11-03-2011,144743001,4/21/2013,1525,255.28,159.42,389302,243115.5,146186.5,Yes,ok
E124,Europe,Iceland,Beverages,Online,L,02-11-2017,12-03-2011,439204919,2/19/2017,9350,47.45,31.79,443657.5,297236.5,146421,Yes,ok
E124,Europe,Malta,Fruits,Offline,C,02-03-2010,13-03-2011,114954173,02-11-2010,6349,9.33,6.92,59236.17,43935.08,15301.09,Yes,ok
E124,Europe,Norway,Beverages,Offline,L,12/22/2012,14-03-2011,238170993,02-07-2013,8944,47.45,31.79,424392.8,284329.76,140063.04,Yes,ok
E124,Europe,Italy,Clothes,Online,M,04-02-2012,15-03-2011,134790503,4/26/2012,6360,109.28,35.84,695020.8,227942.4,467078.4,Yes,ok
E124,Europe,Montenegro,Vegetables,Online,H,3/30/2013,16-03-2011,409112679,5/18/2013,4388,154.06,90.93,676015.28,399000.84,277014.44,Yes,ok
E124,Europe,Italy,Meat,Offline,H,7/19/2013,17-03-2011,727175891,09-07-2013,6360,421.89,364.69,2683220.4,2319428.4,363792,Yes,ok
E124,Europe,Sweden,Cosmetics,Online,L,10/26/2012,18-03-2011,638593900,12-12-2012,2981,437.2,263.33,1303293.2,784986.73,518306.47,Yes,ok
E124,Europe,Albania,Beverages,Offline,H,4/28/2013,19-03-2011,833473765,5/25/2013,2264,47.45,31.79,107426.8,71972.56,35454.24,Yes,ok
E124,Europe,Denmark,Cosmetics,Offline,M,07-08-2014,20-03-2011,606224572,7/15/2014,4177,437.2,263.33,1826184.4,1099929.41,726254.99,Yes,ok
E124,Europe,Cyprus,Clothes,Online,H,01-06-2012,21-03-2011,325314033,1/30/2012,6506,109.28,35.84,710975.68,233175.04,477800.64,Yes,ok
E124,Europe,Kosovo,Meat,Offline,M,11/19/2012,22-03-2011,159805858,12/17/2012,8959,421.89,364.69,3779712.51,3267257.71,512454.8,Yes,ok
E124,Europe,Switzerland,Snacks,Online,H,04-06-2012,23-03-2011,722248780,04-08-2012,8319,152.58,97.44,1269313.02,810603.36,458709.66,Yes,ok
E124,Europe,Spain,Vegetables,Online,H,06-01-2015,24-03-2011,399115979,6/24/2015,6142,154.06,90.93,946236.52,558492.06,387744.46,Yes,ok
E124,Europe,Kosovo,Household,Offline,M,11/25/2015,25-03-2011,792792594,01-02-2016,3801,668.27,502.54,2540094.27,1910154.54,629939.73,Yes,ok
E124,Europe,Portugal,Cosmetics,Offline,C,5/24/2013,26-03-2011,626453149,06-10-2013,263,437.2,263.33,114983.6,69255.79,45727.81,Yes,ok
E124,Europe,Armenia,Snacks,Offline,L,7/31/2013,27-03-2011,737095344,9/13/2013,1747,152.58,97.44,266557.26,170227.68,96329.58,Yes,ok
E124,Europe,San Marino,Fruits,Offline,L,9/18/2016,28-03-2011,708320605,10-05-2016,6662,9.33,6.92,62156.46,46101.04,16055.42,Yes,ok
E124,Europe,Lithuania,Office Supplies,Offline,M,03-05-2013,29-03-2011,433079183,4/19/2013,6609,651.21,524.96,4303846.89,3469460.64,834386.25,Yes,ok
E124,Europe,Georgia,Personal Care,Offline,L,5/22/2012,30-03-2011,604494225,6/25/2012,2129,81.73,56.67,174003.17,120650.43,53352.74,Yes,ok
E124,Europe,Macedonia,Fruits,Online,M,12/30/2010,31-03-2011,707718932,01-06-2011,8614,9.33,6.92,80368.62,59608.88,20759.74,Yes,ok
E124,Europe,Sweden,Household,Offline,C,6/24/2011,01-04-2011,656689155,08-09-2011,7769,668.27,502.54,5191789.63,3904233.26,1287556.37,Yes,ok
E124,Europe,Macedonia,Beverages,Offline,M,2/25/2016,02-04-2011,935907542,3/21/2016,4695,47.45,31.79,222777.75,149254.05,73523.7,Yes,ok
E124,Europe,Ireland,Household,Offline,C,3/14/2015,03-04-2011,421660268,04-11-2015,7498,668.27,502.54,5010688.46,3768044.92,1242643.54,Yes,ok
E124,Europe,San Marino,Cosmetics,Offline,C,8/22/2014,04-04-2011,447183310,9/19/2014,334,437.2,263.33,146024.8,87952.22,58072.58,Yes,ok
E124,Europe,Estonia,Vegetables,Offline,L,12-07-2011,05-04-2011,127694451,12/27/2011,6481,154.06,90.93,998462.86,589317.33,409145.53,Yes,ok
E124,Europe,Vatican City,Meat,Offline,M,6/13/2012,06-04-2011,697617518,07-07-2012,9381,421.89,364.69,3957750.09,3421156.89,536593.2,Yes,ok
E124,Europe,United Kingdom,Personal Care,Offline,L,1/22/2015,07-04-2011,311688840,2/14/2015,4509,81.73,56.67,368520.57,255525.03,112995.54,Yes,ok
E124,Europe,Cyprus,Cosmetics,Offline,M,11-06-2015,08-04-2011,385080945,11-07-2015,2864,437.2,263.33,1252140.8,754177.12,497963.68,Yes,ok
E124,Europe,Spain,Household,Offline,M,4/23/2012,09-04-2011,309148681,05-05-2012,2819,668.27,502.54,1883853.13,1416660.26,467192.87,Yes,ok
E124,Europe,Serbia,Baby Food,Offline,L,2/21/2014,10-04-2011,630219399,3/14/2014,4780,255.28,159.42,1220238.4,762027.6,458210.8,Yes,ok
E124,Europe,Denmark,Snacks,Online,H,4/13/2012,11-04-2011,585677134,05-04-2012,3734,152.58,97.44,569733.72,363840.96,205892.76,Yes,ok
E124,Europe,Italy,Household,Online,C,12/23/2016,12-04-2011,692704999,1/24/2017,5657,668.27,502.54,3780403.39,2842868.78,937534.61,Yes,ok
E124,Europe,Iceland,Cosmetics,Online,M,02-09-2011,13-04-2011,942454278,3/29/2011,2019,437.2,263.33,882706.8,531663.27,351043.53,Yes,ok
E124,Europe,Kosovo,Office Supplies,Offline,H,5/19/2015,14-04-2011,150293242,6/21/2015,3965,651.21,524.96,2582047.65,2081466.4,500581.25,Yes,ok
E124,Europe,Germany,Office Supplies,Offline,H,12/19/2013,15-04-2011,236042392,1/26/2014,9044,651.21,524.96,5889543.24,4747738.24,1141805,Yes,ok
E124,Europe,Italy,Baby Food,Offline,L,6/15/2012,16-04-2011,314782178,07-12-2012,9896,255.28,159.42,2526250.88,1577620.32,948630.56,Yes,ok
E124,Europe,Belgium,Cosmetics,Offline,M,7/27/2016,17-04-2011,193472945,9/13/2016,1799,437.2,263.33,786522.8,473730.67,312792.13,Yes,ok
E124,Europe,Monaco,Cosmetics,Offline,H,9/27/2010,18-04-2011,434013879,11-05-2010,3206,437.2,263.33,1401663.2,844235.98,557427.22,Yes,ok
E124,Europe,Greece,Cereal,Online,L,8/26/2015,19-04-2011,431240689,10/13/2015,2558,205.7,117.11,526180.6,299567.38,226613.22,Yes,ok
E124,Europe,Switzerland,Meat,Offline,L,4/26/2012,20-04-2011,643259227,4/26/2012,3555,421.89,364.69,1499818.95,1296472.95,203346,Yes,ok
E124,Europe,Czech Republic,Cosmetics,Online,H,06-06-2017,21-04-2011,151312482,07-12-2017,5581,437.2,263.33,2440013.2,1469644.73,970368.47,Yes,ok
E124,Europe,Austria,Fruits,Online,M,7/31/2012,22-04-2011,750047194,9/18/2012,4487,9.33,6.92,41863.71,31050.04,10813.67,Yes,ok
E124,Europe,Switzerland,Fruits,Offline,L,11/29/2015,23-04-2011,721318805,12-09-2015,3118,9.33,6.92,29090.94,21576.56,7514.38,Yes,ok
E124,Europe,Vatican City,Beverages,Offline,H,2/13/2012,24-04-2011,599997556,2/14/2012,1465,47.45,31.79,69514.25,46572.35,22941.9,Yes,ok
E124,Europe,Estonia,Beverages,Online,M,11/28/2016,25-04-2011,826677262,01-09-2017,1027,47.45,31.79,48731.15,32648.33,16082.82,Yes,ok
E124,Europe,Poland,Beverages,Offline,H,07-05-2011,26-04-2011,735445678,7/22/2011,3574,47.45,31.79,169586.3,113617.46,55968.84,Yes,ok
E124,Europe,San Marino,Vegetables,Offline,L,10/14/2012,27-04-2011,354270303,11/27/2012,5310,154.06,90.93,818058.6,482838.3,335220.3,Yes,ok
E124,Europe,Spain,Cereal,Offline,H,12-04-2010,28-04-2011,806662404,12-07-2010,8186,205.7,117.11,1683860.2,958662.46,725197.74,Yes,ok
E124,Europe,Netherlands,Personal Care,Offline,C,11/13/2013,29-04-2011,933699119,11/24/2013,1173,81.73,56.67,95869.29,66473.91,29395.38,Yes,ok
E124,Europe,Switzerland,Baby Food,Offline,C,6/27/2015,30-04-2011,726223170,7/31/2015,4429,255.28,159.42,1130635.12,706071.18,424563.94,Yes,ok
E124,Europe,Czech Republic,Meat,Online,M,01-09-2015,01-05-2011,692555224,02-01-2015,1336,421.89,364.69,563645.04,487225.84,76419.2,Yes,ok
E124,Europe,Estonia,Vegetables,Online,L,2/28/2011,02-05-2011,134121024,04-08-2011,8246,154.06,90.93,1270378.76,749808.78,520569.98,Yes,ok
E124,Europe,Estonia,Clothes,Offline,C,12/18/2016,03-05-2011,660312926,01-05-2017,123,109.28,35.84,13441.44,4408.32,9033.12,Yes,ok
E124,Europe,Ukraine,Cosmetics,Online,C,07-08-2014,04-05-2011,140461766,7/20/2014,4613,437.2,263.33,2016803.6,1214741.29,802062.31,Yes,ok
E124,Europe,Ukraine,Cereal,Offline,C,2/13/2011,05-05-2011,741964948,2/26/2011,2771,205.7,117.11,569994.7,324511.81,245482.89,Yes,ok
E124,Europe,San Marino,Snacks,Offline,C,7/22/2017,06-05-2011,476453721,08-10-2017,2099,152.58,97.44,320265.42,204526.56,115738.86,Yes,ok
E124,Europe,Belgium,Fruits,Online,M,4/28/2011,07-05-2011,111496055,06-04-2011,3015,9.33,6.92,28129.95,20863.8,7266.15,Yes,ok
E124,Europe,Slovakia,Vegetables,Online,L,12/25/2015,08-05-2011,628515231,02-01-2016,479,154.06,90.93,73794.74,43555.47,30239.27,Yes,ok
E124,Europe,Slovakia,Office Supplies,Offline,M,03-02-2010,09-05-2011,601894414,3/19/2010,2787,651.21,524.96,1814922.27,1463063.52,351858.75,Yes,ok
E124,Europe,Bosnia and Herzegovina,Snacks,Offline,L,7/14/2011,10-05-2011,954040992,8/27/2011,785,152.58,97.44,119775.3,76490.4,43284.9,Yes,ok
E124,Europe,Czech Republic,Office Supplies,Online,M,05-09-2014,11-05-2011,865824210,5/14/2014,5479,651.21,524.96,3567979.59,2876255.84,691723.75,Yes,ok
E124,Europe,Belgium,Clothes,Offline,M,9/20/2016,12-05-2011,761887109,10/14/2016,8181,109.28,35.84,894019.68,293207.04,600812.64,Yes,ok
E124,Europe,Romania,Office Supplies,Online,L,9/27/2015,13-05-2011,160578763,10/30/2015,7679,651.21,524.96,5000641.59,4031167.84,969473.75,Yes,ok
E124,Europe,Serbia,Vegetables,Offline,M,03-08-2011,14-05-2011,992992675,03-09-2011,7454,154.06,90.93,1148363.24,677792.22,470571.02,Yes,ok
E124,Europe,Slovakia,Clothes,Online,M,05-09-2015,15-05-2011,231369769,5/16/2015,6311,109.28,35.84,689666.08,226186.24,463479.84,Yes,ok
E124,Europe,Lithuania,Cosmetics,Online,M,3/28/2016,16-05-2011,852392995,4/19/2016,884,437.2,263.33,386484.8,232783.72,153701.08,Yes,ok
